web-scraper-order,web-scraper-start-url,house-link,house-link-href,house-price,house-addr,house-availability,house-size,house-rooms,house-desc,house-baths
1587214931-1,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=50,,,,,,,,,2 Baños
1587215431-882,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,"Av. Prolongación Iquitos 2230, 
								 Lince, Lima",,,,,
1587215419-710,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,Vivero,https://urbania.pe/inmueble/proyecto-vivero-lima-jesus-maria-urbana-peru-peru-empresa-8004500,,,,,,,
1587215382-391,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,,"Edifica presenta alta, un nuevo estándar en estilo de vida y exclusividad. Un nuevo proyecto para aquellos que les gusta vivir en el centro financiero de San Isidro, con la comodidad que solo un edificio Walking distance puede ofrecer. Esquina con Rivera Navarret",
1587215407-644,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,"39 a 61 
							
							m² techados",,,
1587215317-165,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=18,,,,,,,,,2 Baños
1587215419-764,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,,
1587215382-330,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,Inmediata,,,,
1587215480-1472,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,"Av. Parque Sur 663, 
								 San Borja, Lima",,,,,
1587215370-200,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,"S/ 294,807",,,,,,
1587215529-2036,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,"Av. Cuba N° 1145-1155, 
								 Jesús María, Lima",,,,,
1587215382-290,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,"S/ 654,500",,,,,,
1587215395-483,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,Octubre 2020,,,,
1587215443-1010,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,"S/ 380,000",,,,,,
1587215443-1026,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,"Calle Diego Ferré N° 212 , 
								 Miraflores, Lima",,,,,
1587215529-2041,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,"Av. Brasil 1869, Jesús María, 
								 Jesús María, Lima",,,,,
1587215431-842,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,Residencial Los Frutales,https://urbania.pe/inmueble/proyecto-residencial-los-frutales-lima-la-molina-inmobiliaria-las-malvinas-sac-empresa-8004663,,,,,,,
1587215504-1799,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,"69 a 172 
							
							m² techados",,,
1587215407-665,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,1 dormitorio,,
1587215431-969,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,,,"El Proyecto ""Fly San Felipe"", comprende un edificio para viviendas compuesto por 23 pisos, azotea y 5 niveles de sótanos para estacionamientos, las puertas de ingreso peatonal dan hacia el óvalo de la Av. Brasil, y la puerta vehícular hacia la misma Av. Brasil. Áreas: Los últimos departamentos tienen un área que van desde 65. 00 m2 hasta 158. 00 m2. ¡En entrega inmediata! Visítanos y conoce nuestro piloto. Esquina de San Felipe",
1587215395-439,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,"S/ 467,848",,,,,,
1587215480-1519,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,1 a 3 dormitorios,,
1587215395-453,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,"Av. Arequipa 2441, 
								 Lince, Lima",,,,,
1587215517-1958,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,3 dormitorio,,
1587215382-350,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,"82 a 113 
							
							m² techados",,,
1587215395-545,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,,"Vive conectado, a un paso de todo. Living Tower, ubicado en Santa Beatriz es el punto de partida para conectar con la ciudad. Estación del Metropolitano, Supermercados, restaurante, Centros Comerciales y atracciones como el Parque de las Aguas a solo un paso de tu nuevo depa. Vive a tu ritmo. Departamentos de 1, 2 y 3 dorms desde 44 m2 hasta 93 m2. Vive en comunidad. Living Tower cuenta con áreas comunes para todos los miembros de la familia: Salón de niños, Sala de Usos Múltiples, Coworking, Zona de juegos, Gimnasio y una zona de parrillas. Tu nuevo depa en Living Tower espera por ti.",
1587215407-690,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,,"En el corazón de Miraflores, a solo 2 cuadras del Parque Kennedy se encuentra you 5020. Un edificio único con una arquitectura que lo hace diferente a todo, y a la vez lo une con el entorno urbano. Espacios bien iluminados y exclusivas áreas sociales forman parte de un lugar único en la zona. Los departamentos se caracterizan por su sofisticación, en un diseño que combina lo moderno con la mayor funcionalidad, acorde a la tendencia global. Dentro del edificio podrás disfrutar de áreas sociales únicas para encontrarte contigo o compartir con los demás. En el primer nivel encontrarás un lobby de lujo. Además de otras áreas para el entretenimiento como la sala lounge, gym, el yoga studio si deseas desconectarte de todo. En el último piso, y con la mejor vista panorámica de la ciudad se encuentra el “skydeck”. Sobre el gran puente descansan una piscina y un área para compartir las mejores experiencias. Descubre un lugar insuperable a minutos de la zona comercial donde podrás disfrutar de restaurantes, cafés, servicios y puntos de entretenimiento. You 5020 es un lugar donde todo es posible, y podrás vivir intensamente. Av. Arequipa 5020",
1587215456-1227,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,"41 a 152 
							
							m² techados",,,
1587215395-479,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,Julio 2021,,,,
1587215529-2106,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,2 a 3 dormitorios,,
1587215136-86,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=33,,,,,,,,,2 Baños
1587215517-1898,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,"Jiron Arica, 
								 San Miguel, Lima",,,,,
1587215419-805,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,1 a 3 dormitorios,,
1587215382-365,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,1 a 3 dormitorios,,
1587215529-1992,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,Edificio Altovento,https://urbania.pe/inmueble/proyecto-edificio-altovento-lima-jesus-maria-san-martin-empresa-8004528,,,,,,,
1587215395-518,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,3 dormitorio,,
1587215517-1910,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,Diciembre 2021,,,,
1587215063-56,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=39,,,,,,,,,2 Baños
1587215468-1300,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 712,947",,,,,,
1587215431-949,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,,2 a 3 dormitorios,,
1587215443-1003,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,Osorio 139 - Surco,https://urbania.pe/inmueble/proyecto-osorio-139-surco-lima-santiago-de-surco-fcm-57820825,,,,,,,
1587215419-796,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,1 a 3 dormitorios,,
1587215492-1643,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,"60 a 112 
							
							m² techados",,,
1587215443-1011,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,"S/ 265,000",,,,,,
1587215468-1327,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,"Av. Sergio Bernales N° 259, Urb. Barrio Médico , 
								 Barrio Medico, Surquillo",,,,,
1587215395-444,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,"S/ 1,124,300",,,,,,
1587215305-159,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=19,,,,,,,,,2 Baños
1587215480-1545,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,,"Bustamante once, es el más reciente proyecto de Morada en Barranco. Un edifico boutique que conjuga elementos de arquitectura vanguardista con el lenguaje del Barranco tradicional, los más exclusivos acabados y una ambientación interior al estilo escandinavo. El edificio se encuentra frente a un encantador parque, en una de las zonas más tranquilas, conectadas y funcionales de Barranco. Bustamante 175, Barranco",
1587215480-1520,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,1 a 3 dormitorios,,
1587215419-827,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,"Inmejorable ubicación en la Urb. Santa Beatriz – Cercado de Lima, esquina Jr. Manuel del Pino 628 con Jr. Carlos Arrieta 1401 - 1407 a pocos pasos del Castillo Rospigliosi, Av. Petit Thouars, cerca del Hospital Edgardo Rebagliati, Circuito Mágico del Agua, centros comerciales e instituciones públicas y privadas. Exclusivo edificio multifamiliar de 15 pisos, 1 ascensor, 54 departamentos en total, con áreas desde 65. 40 m2 hasta 137. 20. 00 m2. El edificio contará con 1 sótano, 18 estacionamientos y área de bicicletas. Moderna arquitectura, estructura sismo resistente, muy buenos acabados, excelente distribución. Pre Venta entrega abril del 2021.",
1587215407-586,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,"S/ 458,640",,,,,,
1587215382-287,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,"S/ 349,900",,,,,,
1587215480-1523,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,1 a 3 dormitorios,,
1587215468-1371,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,"37 a 78 
							
							m² techados",,,
1587215100-74,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=36,,,,,,,,,2 Baños
1587215382-344,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,"124 a 169 
							
							m² techados",,,
1587215443-1015,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,"S/ 1,132,200",,,,,,
1587215281-147,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=21,,,,,,,,,3 Baños
1587215517-1940,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,"113 a 172 
							
							m² techados",,,
1587215517-1932,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,"90 a 123 
							
							m² techados",,,
1587215456-1202,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,Diciembre 2021,,,,
1587215063-60,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=39,,,,,,,,,3 Baños
1587215456-1210,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,"90 a 151 
							
							m² techados",,,
1587215443-1079,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,"45 a 60 
							
							m² techados",,,
1587215517-1860,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,Vibra,https://urbania.pe/inmueble/proyecto-vibra-lima-san-miguel-edificaciones-inmobiliarias-8004223,,,,,,,
1587215419-723,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,"S/ 1,051,918",,,,,,
1587215456-1190,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,Julio 2021,,,,
1587215480-1486,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,Abril 2020,,,,
1587215480-1525,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,1 a 3 dormitorios,,
1587215456-1252,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,,"Nuestro exclusivo proyecto Napanga 135 cuenta con una excelente ubicación muy cerca al malecón Cisneros. Napanga 135 es un edificio de 11 pisos con solo 16 Exclusivos Departamentos, así mismo tiene una Excelente Área Social en el rooftop la cual cuenta con 2 zonas de parrillas, terraza con vista al mar, 2 salones de usos múltiples (sum) y un playground para niños. Todos los Departamentos tienen Excelentes Acabados, ascensor directo, estacionamientos paralelos, y un deposito grande de 6 m2. Somos además una Desarrolladora Boutique, donde personalizamos sus acabados, porque queremos hacer de su departamento su Hogar Ideal. Precios desde $ 264, 000 hasta $341, 000. Alt. Cdra 10 de Pardo",
1587215407-680,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,,"Residencial Santa Sofia departamentos desde S/285, 000. 00 soles. Es un conjunto de tres edificios multifamiliares de 8 pisos cada uno y 6 departamentos por piso, muy buena distribución, departamentos de 3 dormitorios desde 71m2, 73m2 y 75m2. Listos para habitar, independizados e inscrita en Registros Públicos. La Residencial cuenta con areas comunes tal como Gimnasio y sala de usos multiples con area de 100m2 equipada con kitchinet y 2 baños. Entre torres centa con amplios jardines. Cuenta ademas con estacionamientos disponibles (sin techar, techados y techados con espacio para depositos). La Residencial Santa Sofia se encuentra a 2 cuadras de la estación del metropolitano de Matellini, cerca a colegios, a dos cuadras de centro de Essalud, cerca avenidas principales como Av. Matellini y Guardia Peruana",
1587215395-521,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,1 a 3 dormitorios,,
1587215529-2114,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,,"Gardino se ubica en una calle tranquila de Miraflores, bastante céntrica y con acceso a diversos servicios, espacios públicos y locales de entretenimiento. Tiene una arquitectura elegante pero a la vez innovadora con elementos y texturas que lo hacen único. Sus interiores se caracteriza por tener espacios bien logrados, además la disposición de la fachada y su ubicación en esquina permiten excelente iluminación en todas las tipologías. El edificio cuenta con áreas comunes como gimnasio y sum, así como dos jardines internos con tratamiento paisajístico.",
1587215468-1284,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,Canarias - San Borja,https://urbania.pe/inmueble/proyecto-canarias-san-borja-san-borja-san-borja-origen-inmobiliaria-empresa-8003222,,,,,,,
1587215517-1851,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,The Classic,https://urbania.pe/inmueble/proyecto-the-classic-lima-san-isidro-edifica-inmobiliaria-empresa-8004801,,,,,,,
1587215468-1375,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,2 a 3 dormitorios,,
1587215456-1165,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,"S/ 680,000",,,,,,
1587215419-743,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,"Av. La Paz 1471, 
								 Miraflores, Lima",,,,,
1587215208-118,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=27,,,,,,,,,2 Baños
1587215341-174,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=16,,,,,,,,,4 Baños
1587215382-389,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,,"Estamos en Preventa! Benevento ii se encuentra estratégicamente ubicado, cerca al parque Keneddy y a principales vías como la Av. Ricardo Palma y Paseo de la república. Benevento te ofrece áreas comunes tales como: parque interno, terraza lounge, sala de negocios, sala de reuniones, área de juegos para niños. Los mejores acabados los encontrarás en Benevento, muebles altos y bajos, pisos de bambú, grifería de acero inoxidable, ducha española y ducha teléfono. Visitamos en nuestra sala de ventas en Av. La Paz 339",
1587215504-1784,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,Abril 2021,,,,
1587215395-459,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,"Calle Emiliano Zapata 370, Urb. La Calera, Surquillo, 
								 La Calera De La Merced, Surquillo",,,,,
1587215492-1570,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,Foresta - Venta Directa Exklusiv Sac,https://urbania.pe/inmueble/proyecto-foresta-venta-directa-exklusiv-sac-san-borja-corpac-inmobiliaria-exklusiv-sac-empresa-8004594,,,,,,,
1587215431-966,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,,,"En Residencial Cantábrico encuentra lo que buscas!. Departamentos de 1, 2 y 3 dormitorios con terraza y piscina privada; 17 departamentos, 2 por piso, 35 Estacionamientos y en una de las zonas mas tranquilas de San Isidro y cerca a todo.",
1587215431-940,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,,2 a 3 dormitorios,,
1587215529-1991,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,Vive con Las Comodidades de un Hotel Boutique Todo El Año!,https://urbania.pe/inmueble/proyecto-vive-con-las-comodidades-de-un-hotel-boutique-todo-el-ano-lima-miraflores-conjuntos-residenciales-sac-8004711,,,,,,,
1587215492-1669,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,2 a 3 dormitorios,,
1587215480-1556,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,,"Sq Concept es un nuevo proyecto enfocado a seguir desarrollando el distrito de Surquillo. Sq Concept es ideal para aquellos que buscan la cercanía a sus centros de trabajo, toda vez que se encuentra a 10 minuos de distritos como Miraflores, San Isidro y San Borja. El proyecto cuenta con departamentos de 1, 2 y 3 ambientes, con 6 departamentos por piso. Entre las áreas comunes figura un lobby de ingreso, Sala de Usos Múltiples, + Terraza, Playground infantil, Gimnasio equipado y Terraza bbq.",
1587215468-1308,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 816,000",,,,,,
1587215407-589,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,"S/ 158,328",,,,,,
1587215468-1384,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,3 dormitorio,,
1587215517-1968,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,,"El proyecto Faisanes se encuentra ubicado a un paso de Plaza Lima Sur, Real Plaza y la estación Matellini, cerca a excelentes colegios y cerca al mar. Tendrás más tiempo para ti, para disfrutar a tu familia en las áreas comunes. Es un condominio con 2 edificios de 10 pisos con un total de 244. departamentos. Cuenta con un lobby de ingreso, tres ascensores por torre y una escalera de servicio. Todos los departamentos cuentan con una cara que da hacia el exterior del edificio lo cual permite que todos los ambientes se beneficien con iluminación natural. El proyecto cuenta con sótano de estacionamiento. Áreas comunes: Sala de juegos para niños, centro de lavado, patio común, terraza, gimnasio, sala de adultos, sala de estar y zona de bicicletas. Los dptos. Tienen áreas que van desde 28 m2 hasta 142 m2. Si deseas información del proyecto comunícate al Ver datos / Ver datos",
1587215395-466,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,"Calle Juan Jose Calle N° 340, Miraflores, Lima, 
								 Aurora, Miraflores",,,,,
1587215443-1067,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,"120 a 161 
							
							m² techados",,,
1587215517-1923,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,Inmediata,,,,
1587215419-801,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,2 a 3 dormitorios,,
1587215407-637,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,"44 a 80 
							
							m² techados",,,
1587215003-35,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=44,,,,,,,,,2 Baños
1587215517-1904,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,"Avenida Manuel Villarán 325, 
								 Aurora, Miraflores",,,,,
1587215443-988,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,Parque Espaderos,https://urbania.pe/inmueble/proyecto-parque-espaderos-lima-santiago-de-surco-vgg-edificaciones-sac-empresa-8004756,,,,,,,
1587215480-1557,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,,,2 Baños
1587215431-927,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,"56 a 70 
							
							m² techados",,,
1587214991-27,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=45,,,,,,,,,3 Baños
1587215407-679,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,,"Edificio villarán está ubicado al límite con San Borja y San Isidro en la mejor zona de Urb. Santa Catalina. A un paso de la Zona Financiera de San Isidro, a 1 cuadra de Av. Javier Prado, Alimentador Corredor Javier Prado, Agencias de viaje, Colegio San Agustín, frente a Clínica Ricardo Palma y próximo Street Mall de Av. Solidaridad cruce con Av. Carlos Villarán y a un paso de C. C. Rambla, Sodimac, Estación del Tren Línea 1 y más. Disfruta de la vista panorámica a San Isidro y San Borja. El moderno edificio fue diseñado por el reconocido Arq. Ricardo Martín de Rossi con los más altos estándares de confort y seguridad: Rociadores contra incendios en el interior de cada departamento y áreas comunes, 15 cámaras de video vigilancia, 4 ascensores, Grupo electrógeno, elevador de discapacitados y más. Pensando en tu comodidad y la de tu familia, te ofrecemos amplios departamentos tipo Flat y Dúplex desde 64m2 hasta 160m2. Podrás escoger departamentos de 2 ó 3 dormitorios, según tus necesidades. Además, áreas sociales como Terraza en primer piso y Área de juegos para niños.",
1587215529-2022,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,"S/ 250,000",,,,,,
1587215492-1592,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,"S/ 208,599",,,,,,
1587215382-328,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,Inmediata,,,,
1587215468-1279,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,Look 2501,https://urbania.pe/inmueble/proyecto-look-2501-lince-san-eugenio-inmobiliaria-cantabria-sac-8003762,,,,,,,
1587215504-1818,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,1 a 3 dormitorios,,
1587215431-854,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,Tribeca - en Obra,https://urbania.pe/inmueble/proyecto-tribeca-en-obra-lima-miraflores-bk-asociados-sac-empresa-8004505,,,,,,,
1587215431-872,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,"S/ 836,625",,,,,,
1587215370-262,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,,,,3 Baños
1587215504-1745,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,"S/ 720,256",,,,,,
1587215370-246,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,,2 dormitorio,,
1587215456-1244,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,2 a 3 dormitorios,,
1587215407-584,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,"S/ 318,000",,,,,,
1587215112-77,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=35,,,,,,,,,2 Baños
1587215172-101,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=30,,,,,,,,,4 Baños
1587215492-1685,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"Balta sky ha sido diseñado con los más altos estándares de arquitectura pensando en la comodidad de cada persona, está ubicado en pleno corazón de Miraflores, a tan sólo media cuadra del parque Kennedy y muy cerca de restaurants, supermercados, Larcomar y mucho más. Tenemos departamentos de 1, 2 y 3 dormitorios con acabados de primera, asimismo podrá disfrutar de las siguientes áreas comunes: - Sky deck con piscina. - Gimnasio. - Roof park. - Lobby. - Zona de parrilla",
1587215517-1861,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,Proyecto Mirador,https://urbania.pe/inmueble/proyecto-proyecto-mirador-lima-magdalena-efron-arquitectos-empresa-8003772,,,,,,,
1587215504-1800,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,"45 a 75 
							
							m² techados",,,
1587215492-1627,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,Junio 2021,,,,
1587215468-1295,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 951,660",,,,,,
1587215529-2068,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,Diciembre 2021,,,,
1587215443-1070,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,"39 a 91 
							
							m² techados",,,
1587215419-833,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,"Tu Depa con bono verde. Magnífica ubicación muy cerca del Parque de La Reserva - Circuito Mágico del Agua, con accesos por las vías principales Av. Arequipa, Av. Arenales, Vía Expresa del Paseo de La República. Exclusivo Edificio Multifamiliar de 12 pisos con semisótano, sótano, 1 ascensor, 54 departamentos en total, con áreas desde 68. 50m2 hasta 120. 00m2. El edificio cuenta con 26 estacionamientos, distribuidos 1 en la fachada, 11 en el semisótano y 14 en el sótano. Moderna arquitectura, estructura antisísmica, buenos acabados, magnífica distribución, excelente iluminación y ventilación natural. Céntrica ubicación en Av. Nicolás de Araníbar N° 661- Urbanización Santa Beatriz, Distrito Cercado de Lima. Proyecto en Construcciòn. Entrega inmediata. Av. Nicolás de Araníbar N° 661",
1587215456-1239,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,1 a 3 dormitorios,,
1587215468-1311,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 206,109",,,,,,
1587215443-990,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,Tacna 496,https://urbania.pe/inmueble/proyecto-tacna-496-lima-barranco-soluciones-inmobiliarias-morada-sac-empresa-8004707,,,,,,,
1587215504-1846,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,,,3 Baños
1587215419-782,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,"62 a 255 
							
							m² techados",,,
1587215504-1820,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,1 a 3 dormitorios,,
1587215504-1709,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,"Edificio Start - Dsctos de Hasta $7,000 Realizando Una Visita Virtual",https://urbania.pe/inmueble/proyecto-edificio-start-dsctos-de-hasta-$7-000-realizando-una-visita-virtual-lima-surquillo-vita-in-inmobiliaria-sac-57908335,,,,,,,
1587215015-37,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=43,,,,,,,,,3 Baños
1587215407-669,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,1 a 4 dormitorios,,
1587215517-1949,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,1 a 3 dormitorios,,
1587215407-618,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,Septiembre 2021,,,,
1587215281-148,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=21,,,,,,,,,2 Baños
1587215492-1588,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,"S/ 680,000",,,,,,
1587215395-452,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,"AV FRANCISCO JAVIER MARIATEGUI 251 , 
								 Portada De Jesus Maria, Jesús María",,,,,
1587215529-2096,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,1 a 4 dormitorios,,
1587215456-1131,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,Residencial Boulevard,https://urbania.pe/inmueble/proyecto-residencial-boulevard-lima-san-borja-davsol-sac-58118685,,,,,,,
1587215480-1466,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,"Av. Paseo de la República 6190, 
								 Miraflores, Lima",,,,,
